环指僵硬,无名指僵硬
阿-斯综合症,心源性晕厥
心源性昏厥,心源性晕厥
亚斯二氏综合征,心源性晕厥
亚-斯二氏综合征,心源性晕厥
瓣膜病,心脏瓣膜病
瓣膜性心脏病,心脏瓣膜病
心瓣膜病变,心脏瓣膜病
心瓣膜疾患,心脏瓣膜病
心脏瓣膜疾病,心脏瓣膜病
心瓣膜穿孔,心脏瓣膜穿孔
穿透性心脏损伤,心脏穿透性损伤
淀粉样变性心脏病,心脏淀粉样变性
Purkinje细胞瘤,心脏横纹肌瘤
心脏错构瘤,心脏横纹肌瘤
Cardic Ion Channelopathies,心脏离子通道病
心脏内粘液瘤,心脏黏液瘤
心脏粘液瘤,心脏黏液瘤
心脏粘液肉瘤,心脏黏液瘤
心脏乳头肌破裂,心脏乳头肌断裂
心内膜瘤,心脏乳头样弹性纤维瘤
心脏瓣膜乳头状瘤,心脏乳头样弹性纤维瘤
心脏弹性纤维错构瘤,心脏乳头样弹性纤维瘤
心脏巨兰伯赘疣,心脏乳头样弹性纤维瘤
心脏乳头瘤,心脏乳头样弹性纤维瘤
心脏乳头状弹力纤维瘤,心脏乳头样弹性纤维瘤
心脏乳头状纤维瘤,心脏乳头样弹性纤维瘤
功能性心脏不适,心脏神经症
神经性循环衰竭,心脏神经症
神经血循环衰弱症,心脏神经症
心神经功能病,心脏神经症
心神经机能病,心脏神经症
心神经衰弱,心脏神经症
心血管神经症,心脏神经症
心血管性神经官能症,心脏神经症
心脏神经官能症,心脏神经症
心脏神经机能病,心脏神经症
心脏停博,心脏停搏
心脏脂瘤,心脏脂肪瘤
心脏直视手术所致神经病变,心脏直视手术所致神经疾病
心搏骤停,心脏骤停
心脏转移性肿瘤,心脏转移瘤
锌缺乏症,锌缺乏
新生儿ABO溶血症,新生儿ABO溶血病
Rh溶血症,新生儿Rh血型不合溶血病
Rh血型不合,新生儿Rh血型不合溶血病
新生儿母婴血型不合溶血症,新生儿Rh血型不合溶血病
未成熟儿间质性肺纤维化,新生儿Wilson-Mikity综合征
新生儿Wilson-Mikity综合症,新生儿Wilson-Mikity综合征
新生儿肺成熟障碍,新生儿Wilson-Mikity综合征
新生儿囊性肺气肿综合征,新生儿Wilson-Mikity综合征
新生儿威-米二氏综合征,新生儿Wilson-Mikity综合征
胎毒,新生儿败血症
胎热,新生儿败血症
新生儿全身炎症反应综合征,新生儿败血症
病理性黄疸,新生儿病理性黄疸
金黄色葡萄球菌型中毒性表皮松解症,新生儿剥脱性皮炎
细菌性中毒性表皮坏死松解症,新生儿剥脱性皮炎
小儿Ritter综合征,新生儿剥脱性皮炎
小儿金葡菌性烫伤样皮肤综合征,新生儿剥脱性皮炎
小儿金葡菌性烫伤样皮肤综合症,新生儿剥脱性皮炎
小儿葡萄球菌性烫伤皮肤综合征,新生儿剥脱性皮炎
小儿瑞特病,新生儿剥脱性皮炎
新生儿剥脱样皮炎,新生儿剥脱性皮炎
持续胎儿循环,新生儿持续性肺动脉高压
持续性肺血管闭塞,新生儿持续性肺动脉高压
持续性过渡期循环,新生儿持续性肺动脉高压
持续性胎循环,新生儿持续性肺动脉高压
肺血管痉挛,新生儿持续性肺动脉高压
新生儿肺缺血,新生儿持续性肺动脉高压
原发性持续性肺动脉高压,新生儿持续性肺动脉高压
新生儿出血症,新生儿出血病
新生儿低凝血酶原血症,新生儿出血病
新生儿黑便,新生儿出血病
新生儿自然出血症,新生儿出血病
新生儿低血钙,新生儿低钙血症
新生儿低血镁,新生儿低镁血症
新生儿低血钠,新生儿低钠血症
新生儿低温,新生儿低体温
新生儿体温过低,新生儿低体温
新生儿低糖血症,新生儿低血糖症
新生儿产前、产时感染性肺炎和生后感染性肺炎,新生儿肺炎
新生儿产前产时感染性肺炎和生后感染性肺炎,新生儿肺炎
新生儿吸入性肺炎和感染性肺炎,新生儿肺炎
新生儿早发型肺炎和晚发型肺炎,新生儿肺炎
新生儿肝脾大,新生儿肝脾肿大
新生儿高糖血症,新生儿高血糖症
新生儿寒冷损伤综合症,新生儿寒冷损伤综合征
新生儿冷伤,新生儿寒冷损伤综合征
新生儿皮脂硬化,新生儿寒冷损伤综合征
新生儿硬化病,新生儿寒冷损伤综合征
新生儿硬化症,新生儿寒冷损伤综合征
新生儿硬肿病,新生儿寒冷损伤综合征
新生儿硬肿症,新生儿寒冷损伤综合征
血源性颌骨骨髓炎,新生儿颌骨骨髓炎
婴幼儿上颌骨骨髓炎,新生儿颌骨骨髓炎
新生儿高黏滞度综合征,新生儿红细胞增多症
新生儿红细胞增多症-高黏滞度综合征,新生儿红细胞增多症
新生儿红细胞增多症-高黏滞度综合症,新生儿红细胞增多症
新生儿肺透明膜病,新生儿呼吸窘迫综合征
新生儿呼吸窘迫综合症,新生儿呼吸窘迫综合征
新生儿呼吸困难综合征,新生儿呼吸窘迫综合征
"Respiratory Distress Syndrome, Infant",新生儿呼吸窘迫综合征
"Apnea, Infantile",新生儿呼吸暂停
新生儿化脑,新生儿化脓性脑膜炎
新生儿脑膜炎,新生儿化脓性脑膜炎
新生儿细菌性脑膜炎,新生儿化脓性脑膜炎
新生儿急性坏死性小肠结肠炎,新生儿坏死性小肠结肠炎
新生儿艾滋病,新生儿获得性免疫缺陷综合征
新生儿获得性免疫缺陷综合症,新生儿获得性免疫缺陷综合征
新生儿人类免疫缺陷病毒感染,新生儿获得性免疫缺陷综合征
新生儿急性肾衰,新生儿急性肾功能衰竭
新生儿甲旁减,新生儿甲状旁腺功能减退
新生儿甲状旁腺功能减退症,新生儿甲状旁腺功能减退
新生儿抽风,新生儿惊厥
新生儿巨细胞包涵体病,新生儿巨细胞病毒感染
新生儿巨细胞病毒感染综合征,新生儿巨细胞病毒感染
新生儿柯萨基病毒B组感染,新生儿柯萨奇病毒B感染
新生儿柯萨奇病毒B组感染,新生儿柯萨奇病毒B感染
Neonatal Lupus,新生儿狼疮综合征
新生儿狼疮,新生儿狼疮综合征
新生儿传染性腹泻,新生儿流行性腹泻
新生儿感染性腹泻,新生儿流行性腹泻
新生儿颅内出血症,新生儿颅内出血
新生儿脑出血,新生儿颅内出血
新生儿播散性血管内凝血,新生儿弥漫性血管内凝血
新生儿弥散性血管内凝血,新生儿弥漫性血管内凝血
新生儿尿道感染,新生儿泌尿系统感染
新生儿尿路感染,新生儿泌尿系统感染
新生儿臀部红斑,新生儿尿布皮炎
新生儿臀红,新生儿尿布皮炎
新生儿大疱性脓疱病,新生儿脓胞疮
新生儿脓胞疮[新生儿脓疱病],新生儿脓胞疮
新生儿脓疱病,新生儿脓胞疮
新生儿天疱疮,新生儿脓胞疮
新生儿脓疮病,新生儿脓疱疮
新生儿呕血便血,新生儿呕血和便血
新生儿消化道出血,新生儿呕血和便血
七日风,新生儿破伤风
脐带风,新生儿破伤风
脐风,新生儿破伤风
脐破伤风,新生儿破伤风
四六风,新生儿破伤风
锁口风,新生儿破伤风
新生儿发绀,新生儿青紫
新生儿缺氧,新生儿青紫
新生儿紫绀,新生儿青紫
母婴血型不合性溶血病,新生儿溶血病
同族免疫性溶血病,新生儿溶血病
新生儿溶血症,新生儿溶血病
新生儿肾静脉血栓形成,新生儿肾静脉血栓
新生儿肾静脉血栓形成症,新生儿肾静脉血栓
发育性高胆红素血症,新生儿生理性黄疸
生理性黄疸,新生儿生理性黄疸
新生儿暂时性黄疸,新生儿生理性黄疸
新生儿浮肿,新生儿水肿
Neonatal Diabetes Mellitus,新生儿糖尿病
新生儿晚期代酸,新生儿晚期代谢性酸中毒
新生儿胆道闭锁,新生儿先天性胆道闭锁
新生儿弓浆虫病,新生儿先天性弓形体感染
新生儿弓形虫病,新生儿先天性弓形体感染
新生儿弓形虫综合征,新生儿先天性弓形体感染
新生儿先天性弓形体病,新生儿先天性弓形体感染
新生儿住血原虫病,新生儿先天性弓形体感染
新生儿不典型美克尔憩室,新生儿消化道重复症
新生儿肠内囊肿,新生儿消化道重复症
新生儿肠源性囊肿,新生儿消化道重复症
新生儿胃肠道巨大憩室,新生儿消化道重复症
新生儿重复回肠,新生儿消化道重复症
新生儿感染性心肌病,新生儿心肌炎
新生儿心衰,新生儿心力衰竭
新生儿心律不齐,新生儿心律失常
新生儿心律紊乱,新生儿心律失常
新生儿心率不齐,新生儿心律失常
新生儿吞咽困难,新生儿咽下综合征
新生儿咽下综合症,新生儿咽下综合征
新生儿乙肝,新生儿乙型肝炎
新生儿乙型病毒性肝炎,新生儿乙型肝炎
新生儿一过性脓疱性黑变病,新生儿暂时性脓疱性黑变病
草迷,新生儿窒息
初生不啼,新生儿窒息
闷气生,新生儿窒息
梦生,新生儿窒息
新生儿呼吸暂停症,新生儿窒息
婴儿假死症,新生儿窒息
新生儿毒性红斑,新生儿中毒性红斑
新生儿过敏性红斑,新生儿中毒性红斑
新生儿红斑,新生儿中毒性红斑
新生儿荨麻疹,新生儿中毒性红斑
出血性青光眼,新生血管性青光眼
新生血管性青光眼[出血性青光眼],新生血管性青光眼
新型串酵母脑脊膜炎,新型隐球菌脑膜炎
新型串酵母脑膜炎,新型隐球菌脑膜炎
新型隐球菌脑脊膜炎,新型隐球菌脑膜炎
新型隐球菌性脑膜炎,新型隐球菌脑膜炎
隐脑,新型隐球菌脑膜炎
星状病毒胃肠炎,星形病毒胃肠炎
星状病毒性腹泻,星形病毒胃肠炎
星细胞瘤,星形细胞瘤
星型细胞瘤,星形细胞瘤
猩红热心肌炎,猩红热并发急性心肌炎
性病反应过度或疑病症,性病神经症
性病恐怖症,性病神经症
性病淋巴肉芽肿,性病性淋巴肉芽肿
初潮延迟,性发育迟缓
青春期发育迟缓,性发育迟缓
交媾困难,性交疼痛
性感不快,性交疼痛
性交困难,性交疼痛
X-连锁隐性遗传鱼鳞病,性连锁鱼鳞病
X联锁鱼鳞病,性连锁鱼鳞病
黑鱼鳞病,性连锁鱼鳞病
性连锁遗传寻常鱼鳞病,性连锁鱼鳞病
性联寻常性鱼鳞病,性连锁鱼鳞病
性联鱼鳞癣,性连锁鱼鳞病
"Ichthyosis, X Linked",性联鱼鳞病
X连锁鱼鳞病,性联鱼鳞病
受虐癖,性虐待
心理变态,性心理障碍
性变态,性心理障碍
性倒错,性心理障碍
性欲错乱症,性心理障碍
性欲低下,性兴奋障碍
性功能发育过早,性早熟
性机能发育过早,性早熟
Mandor病,胸壁静脉炎
蒙道尔病,胸壁血栓性静脉炎
胸壁血栓性静脉炎[蒙道尔病],胸壁血栓性静脉炎
Poland综合征,胸大肌缺损并指综合征
乳房缺乏,胸大肌缺损并指综合征
乳房缺如,胸大肌缺损并指综合征
乳房缺少症,胸大肌缺损并指综合征
乳房缺失,胸大肌缺损并指综合征
胸大肌缺损并指综合征[Poland综合征],胸大肌缺损并指综合征
Poland Syndrome,胸大肌缺损并指综合征
波兰综合征(胸大肌无发育并短指综合征),胸大肌缺损并指综合征
Boch-dalek疝,胸腹裂孔疝
先天性后外侧膈疝,胸腹裂孔疝
胸腹主动脉动脉瘤,胸腹主动脉瘤
胸骨裂畸形,胸骨裂
Morgagni疝,胸骨旁疝
Morgangnri裂孔疝,胸骨旁疝
莫尔加尼孔疝,胸骨旁疝
前膈疝,胸骨旁疝
前外侧疝,胸骨旁疝
先天性胸骨后膈疝,胸骨旁疝
先天性胸骨旁疝,胸骨旁疝
胸骨后疝,胸骨旁疝
过度外展综合征,胸廓出口综合征
颈肋综合征,胸廓出口综合征
肋锁综合征,胸廓出口综合征
前斜角肌综合征,胸廓出口综合征
上肢静脉间歇跛行,胸廓出口综合征
胸廓出口综合症,胸廓出口综合征
胸腔出口综合征,胸廓出口综合征
胸小肌综合征,胸廓出口综合征
Thoracic Outlet Syndrome,胸廓出口综合征
胸部出口综合征,胸廓出口综合征
胸膜结核瘤,胸膜结核球
胸膜结核球[胸膜结核瘤],胸膜结核球
原发性或迷走型胸内甲状腺肿,胸内甲状腺肿
坠入性胸腔内甲状腺肿,胸内甲状腺肿
纵隔甲状腺肿,胸内甲状腺肿
胸腔异位肾,胸内肾
胸肾,胸内肾
胸膜渗出,胸腔积液
胸膜渗出液,胸腔积液
胸腺燕麦细胞癌,胸腺小细胞癌
胸腺燕麦形细胞癌,胸腺小细胞癌
睾丸女性化完全型,雄激素不敏感综合征
男性型秃发,雄激素性脱发
男性型脱发,雄激素性脱发
男子雄激素源性秃发,雄激素性脱发
早秃,雄激素性脱发
静止期脱发,休止期脱发
卡尔曼综合征,嗅觉缺失-性腺功能减退征
嗅觉缺失-性腺功能减退征[卡尔曼综合征],嗅觉缺失-性腺功能减退征
Kallmann Syndrome,嗅觉缺失-性腺功能减退征
嗅觉减退,嗅觉障碍
须部假毛囊炎,须部假性毛囊炎
胡须顽湿,须疮
睑疮,须疮
寻常燕窝疮,须疮
羊胡疮,须疮
羊胡子疮,须疮
胡颜面癣,须癣
毛线虫病,旋毛虫病
旋前圆肌综合症,旋前圆肌综合征
"Mutism, Selective",选择性缄默症
毛(发)毛癣菌疹,癣菌疹
前庭系统性前庭性真性眩晕,眩晕
学习技能障碍,学习技能发育障碍
学校技能发育障碍,学习技能发育障碍
皮肤卟啉病,血卟啉病
皮肤性卟啉病,血卟啉病
血紫质病,血卟啉病
血紫质症,血卟啉病
血卟啉病性外周神经病,血卟啉病性周围神经病
血卟啉病性周围神经病变,血卟啉病性周围神经病
血紫质病性外周神经病,血卟啉病性周围神经病
血紫质病性周围神经病,血卟啉病性周围神经病
血紫质病性周围神经病变,血卟啉病性周围神经病
Klippel-Trenaunay-Weber综合征,血管骨肥大综合征
骨肥大性毛细血管瘤综合征,血管骨肥大综合征
克-特-韦三氏综合征,血管骨肥大综合征
先天性半侧肥大,血管骨肥大综合征
血管骨肥大综合征[Klippel-Trenaunay-Weber综合征],血管骨肥大综合征
血管扩张性肢体肥大症,血管骨肥大综合征
Klippel-Trénaunay Syndrome,血管骨肥大综合征
KTS综合征,血管骨肥大综合征
KT综合征,血管骨肥大综合征
骨肥大性静脉曲张综合征,血管骨肥大综合征
Verner -Morrison综合征,血管活性肠肽瘤
血管畸形引起咽下困难,血管畸形引起的吞咽困难
Fabry综合征,血管角质瘤综合征
血管角化瘤,血管角质瘤综合征
毛细管扩张性疣,血管角质瘤综合征
血管角皮瘤,血管角质瘤综合征
血管角质瘤,血管角质瘤综合征
血管扩张性疣,血管角质瘤综合征
Anderson-Fabry综合征,血管角质瘤综合征
Fabry-Anderson病,血管角质瘤综合征
Ruiter-Pompen综合征,血管角质瘤综合征
Sweeley-Klionsky综合征,血管角质瘤综合征
α-半乳糖苷酶A缺乏病,血管角质瘤综合征
安德森-法布里病,血管角质瘤综合征
安德森-弥漫性体血管角质瘤,血管角质瘤综合征
出血性小结节病,血管角质瘤综合征
法布里病,血管角质瘤综合征
法布里氏病,血管角质瘤综合征
费波瑞病,血管角质瘤综合征
弗布利氏综合征,血管角质瘤综合征
弗布利综合征,血管角质瘤综合征
磷脂沉着综合征,血管角质瘤综合征
弥漫性全身血管角质瘤糖脂沉积症,血管角质瘤综合征
弥漫性血管角质瘤,血管角质瘤综合征
斯-克二氏综合征,血管角质瘤综合征
血管角质瘤综合征[安德森-法布里病],血管角质瘤综合征
遗传性营养不良类脂沉积症,血管角质瘤综合征
Fabry Disease,血管角质瘤综合征
法布雷病,血管角质瘤综合征
血管迷走性晕厥(血管型),血管迷走性晕厥
Angioimmunoblastic T-Cell Lymphoma,血管免疫母细胞T淋巴细胞瘤
Ⅰ型免疫母细胞性淋巴腺病,血管免疫母细胞性淋巴结病
淋巴肉芽肿X,血管免疫母细胞性淋巴结病
淋巴肉芽肿病X,血管免疫母细胞性淋巴结病
淋巴网状细胞增多症性高γ球蛋白血症,血管免疫母细胞性淋巴结病
慢性多潜能性免疫增生综合征,血管免疫母细胞性淋巴结病
弥漫性浆细胞肉瘤,血管免疫母细胞性淋巴结病
血管免疫母细胞性淋巴结病伴异常蛋白血症,血管免疫母细胞性淋巴结病
血管平滑肌神经瘤,血管球瘤
